number_of_seats,length_mm,width_mm,height_mm,curb_weight_kg,maximum_torque_n_m,number_of_cylinders,valves_per_cylinder,turnover_of_maximum_torque_rpm,capacity_cm3,engine_hp,engine_hp_rpm,number_of_gears,injection_type_Injector,injection_type_Monoinjection,injection_type_Multi-point fuel injection,injection_type_carburetor,injection_type_direct injection,cylinder_layout_Opposed,cylinder_layout_Rotary-piston,cylinder_layout_V-type,cylinder_layout_W-type,cylinder_layout_inline,engine_type_Gas,engine_type_Gasoline,engine_type_Hybrid,boost_type_none,drive_wheels_Four wheel drive (4WD),drive_wheels_Front wheel drive,drive_wheels_Rear wheel drive,mixed_fuel_consumption_per_100_km_l
5,4439,1742,1436,1305,235,4,5,1950,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.5
5,4439,1742,1436,1305,205,5,2,1750,2324,150,5700,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.3
5,4439,1742,1436,1386,220,5,4,3500,2324,170,6200,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,8.7
4,4200,1610,1380,1240,100,4,2,3000,1289,62,5000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,7.0
2,2499,1519,1529,720,70,3,2,3000,599,45,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.9
2,2499,1519,1529,720,80,3,2,2000,599,55,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.9
2,2499,1519,1529,720,88,3,2,2250,599,61,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,5.0
2,2499,1519,1529,730,100,3,2,2800,799,41,4200,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3.4
2,2500,1537,1549,730,80,3,2,2000,599,55,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.0
2,2500,1537,1549,730,88,3,2,2250,599,61,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.0
2,2500,1537,1549,740,95,3,2,2000,698,61,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.8
2,2500,1537,1549,730,110,3,2,2200,698,75,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.3
2,2500,1537,1549,740,100,3,2,1800,799,41,4200,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.4
2,2500,1515,1549,720,70,3,2,3000,599,45,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.9
2,2500,1515,1549,730,110,3,2,2200,698,75,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.3
2,2695,1559,1542,750,92,3,2,4500,999,71,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.9
2,2695,1559,1542,780,120,3,2,3250,999,84,5250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.9
2,2695,1559,1542,780,140,3,4,3500,999,98,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.2
2,2695,1559,1542,750,89,3,2,3000,999,61,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.7
2,2695,1559,1542,750,92,3,2,4500,999,71,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.7
2,2695,1559,1542,780,120,3,2,3250,999,84,5250,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.9
2,2695,1559,1542,780,140,3,4,3500,999,98,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.2
2,2695,1559,1542,750,92,3,2,4500,999,71,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4.9
2,3427,1615,1207,815,130,3,2,2250,698,101,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.1
2,3427,1615,1192,820,130,3,2,2250,698,101,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.2
2,3427,1615,1207,790,95,3,2,2000,698,61,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.9
2,3427,1615,1192,790,110,3,2,2250,698,82,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.1
2,3427,1615,1207,815,110,3,2,2250,698,82,5250,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5.1
5,4430,1700,1410,1170,136,4,4,4500,1584,100,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.5
5,5135,1895,1505,1906,296,6,4,4600,3199,225,6600,7,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,8.5
5,5135,1895,1505,1913,343,6,4,4000,3598,250,6600,7,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,8.4
5,4510,1680,1720,1690,146,4,2,2000,2238,71,4000,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,9.0
5,4720,1870,1760,1900,312,6,4,4600,3199,220,6100,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.1
5,4910,1781,1590,1582,225,4,4,4000,2457,165,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,11.0
5,4910,1781,1590,1582,225,4,4,4000,2457,165,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,10.0
5,3800,1690,1635,1120,123,4,4,4400,1297,92,6000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.6
5,3800,1690,1635,1060,123,4,4,4400,1297,92,6000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.1
7,4740,1775,1660,1520,191,4,4,3200,1994,148,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.7
7,4740,1775,1660,1480,191,4,4,3200,1994,148,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,7.1
7,4740,1775,1660,1590,326,4,4,4400,1994,225,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8.3
7,4740,1775,1660,1590,326,4,4,4400,1994,225,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8.2
5,4350,1690,1415,1115,137,4,4,4000,1597,90,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4350,1690,1415,1115,137,4,4,4000,1597,90,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.0
5,4350,1690,1415,1165,147,4,4,4400,1820,103,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.8
5,4350,1690,1420,1160,137,4,4,4000,1597,90,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.0
5,4350,1690,1420,1160,154,4,4,4500,1820,115,6000,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.3
5,4350,1690,1420,1165,147,4,4,4400,1820,103,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.8
5,4350,1690,1420,1160,154,4,4,4500,1820,115,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.3
5,4350,1690,1440,1200,172,4,4,4500,1994,125,5500,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.3
5,4350,1690,1440,1170,172,4,4,4000,1994,115,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4350,1690,1415,1190,181,4,4,4000,1994,135,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.3
5,4350,1690,1415,1230,186,4,4,4000,1994,155,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.0
5,4350,1690,1415,1160,181,4,4,4000,1994,135,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.5
5,4350,1690,1415,1210,186,4,4,4000,1994,155,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.6
5,4405,1730,1440,1300,184,4,4,3600,1994,125,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.6
5,4405,1730,1440,1330,186,4,4,3200,1994,160,6400,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,11.5
5,4405,1730,1440,1280,184,4,4,3600,1994,125,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.6
5,4405,1730,1440,1310,186,4,4,3200,1994,160,6400,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,11.1
5,4405,1695,1485,1275,184,4,4,3600,1994,125,5600,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.6
5,4405,1695,1485,1440,184,4,4,3600,1994,125,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.6
5,4415,1695,1465,1260,142,4,4,4000,1493,100,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4415,1695,1465,1260,142,4,4,4000,1493,100,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.2
5,4415,1695,1465,1260,142,4,4,4000,1493,100,5200,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4415,1695,1465,1260,142,4,4,4000,1493,100,5200,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.2
5,4415,1695,1465,1260,143,4,4,3600,1597,95,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4415,1695,1465,1260,143,4,4,3600,1597,95,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.2
5,4415,1695,1465,1260,143,4,4,3600,1597,95,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4415,1695,1465,1260,143,4,4,3600,1597,95,5200,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.2
5,4415,1695,1465,1260,196,4,4,3200,1994,125,6400,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.9
5,4415,1695,1465,1260,196,4,4,3200,1994,155,6400,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.9
5,4415,1695,1465,1260,300,4,4,4000,1994,225,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.2
5,4415,1695,1465,1260,300,4,4,4000,1994,250,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.2
5,4415,1695,1465,1260,196,4,4,3200,1994,125,6400,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.9
5,4415,1695,1465,1260,196,4,4,3200,1994,155,6400,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.9
5,4415,1695,1465,1260,300,4,4,4000,1994,225,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.2
5,4415,1695,1465,1260,300,4,4,4000,1994,250,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.2
5,3695,1535,1420,825,76,3,2,3600,997,50,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3695,1535,1420,860,96,3,3,3600,1190,69,5600,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.3
5,3695,1535,1420,860,96,3,3,3600,1190,69,5600,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,7.1
5,3695,1535,1420,825,76,3,2,3600,997,50,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
5,3695,1535,1420,860,95,3,3,2800,1190,74,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
5,3695,1535,1420,860,95,3,3,2800,1190,74,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.3
4,3695,1535,1420,825,76,3,2,3600,997,50,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.5
4,3695,1535,1420,750,79,3,2,3600,998,55,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.4
4,3695,1535,1420,825,76,3,2,3600,997,50,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6.5
4,3695,1535,1420,750,79,3,2,3600,998,55,6000,5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6.4
4,3695,1535,1420,860,95,3,3,2800,1190,74,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
4,3695,1535,1420,860,95,3,3,2800,1190,74,5600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.3
5,3770,1605,1565,1020,170,4,4,1750,1248,70,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
5,3770,1605,1565,1005,118,4,4,4100,1328,94,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.9
5,3770,1605,1565,1010,133,4,4,4100,1490,99,5900,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.2
4,3745,1590,1350,845,99,4,2,3500,1299,68,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.1
4,3745,1575,1350,915,106,4,2,3000,1299,85,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.8
5,3845,1590,1380,910,99,4,2,3500,1299,68,6000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.1
5,3845,1575,1380,935,106,4,2,3000,1299,85,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.8
5,4510,1690,1385,1150,149,4,4,3200,1820,108,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4545,1690,1390,1375,260,4,4,3600,1994,200,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.0
5,4510,1690,1385,1300,189,4,4,4800,2212,136,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4600,1690,1385,1210,149,4,4,3200,1820,108,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4600,1690,1480,1430,260,4,4,3600,1994,200,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.0
5,4600,1690,1480,1380,190,4,4,4400,2212,136,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4595,1695,1405,1170,154,4,4,4500,1820,115,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.6
5,4595,1695,1405,1200,164,4,4,3600,1820,120,5600,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,8.2
5,4595,1695,1405,1240,154,4,4,4500,1820,115,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.9
5,4595,1695,1405,1120,154,4,4,4500,1820,115,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,7.1
5,4595,1695,1405,1140,164,4,4,3600,1820,120,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,6.9
5,4595,1695,1405,1210,154,4,4,4500,1820,115,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.6
5,4595,1695,1405,1400,170,4,4,4500,1994,115,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.9
5,4595,1695,1405,1315,170,4,4,4500,1994,115,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.0
5,4595,1695,1385,1370,309,4,4,5000,1994,250,6500,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,10.6
5,4595,1695,1385,1330,309,4,4,5000,1994,250,6500,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7.0
5,4595,1695,1405,1315,190,4,4,4400,2212,128,5200,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,6.5
5,4595,1695,1405,1315,190,4,4,4400,2212,128,5200,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4670,1695,1490,1415,170,4,4,4600,1994,115,5600,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.2
5,4670,1695,1490,1340,170,4,4,4600,1994,115,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4670,1695,1490,1370,190,4,4,4400,2212,128,5200,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4605,1695,1410,1490,289,6,4,4500,2999,220,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4680,1700,1510,1400,186,4,4,3600,1994,137,5600,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.9
5,4680,1700,1510,1440,196,4,4,3200,1994,155,6400,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.4
5,4680,1700,1510,1510,318,4,4,5000,1994,260,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.4
5,4680,1700,1510,1450,184,4,4,3600,1994,125,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4680,1700,1510,1370,186,4,4,3600,1994,137,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.3
5,4680,1700,1510,1420,196,4,4,3200,1994,155,6400,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.9
5,4680,1700,1510,1480,343,4,4,5000,1994,280,6500,5,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.2
5,4680,1700,1510,1450,223,4,4,3600,2457,156,5600,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.9
5,4680,1700,1510,1460,235,4,4,2800,2457,167,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.7
5,4680,1700,1510,1470,238,4,4,2800,2457,170,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.4
5,4680,1700,1510,1470,223,4,4,3600,2457,156,5600,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4680,1700,1510,1460,235,4,4,2800,2457,167,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.1
5,4680,1700,1510,1470,238,4,4,2800,2457,170,6000,5,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.9
5,4680,1700,1510,1570,289,6,4,4400,2999,220,6000,4,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.6
5,4720,1730,1470,1480,196,4,4,3200,1994,150,6000,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.5
5,4720,1730,1470,1475,187,4,4,3200,1994,165,6800,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.8
5,4720,1730,1470,1470,196,4,4,3200,1994,150,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.6
5,4720,1730,1470,1465,187,4,4,3200,1994,165,6800,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
5,4720,1730,1470,1400,226,4,4,4400,2457,165,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.3
5,4720,1730,1470,1500,227,4,4,4400,2457,173,6000,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.7
5,4720,1730,1470,1485,227,4,4,4400,2457,173,6000,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.6
5,4720,1730,1470,1610,297,6,4,4200,3000,245,6600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.9
6,3525,1415,1925,1040,97,3,2,3000,1190,54,4600,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,7.3
4,3395,1475,1575,770,58,4,4,5200,658,46,6400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.0
4,3395,1475,1575,770,58,4,4,5200,658,46,6400,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5.0
4,4625,1770,1310,1610,304,6,4,4800,3319,220,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,10.3
4,4625,1777,1300,1580,309,6,4,4800,3318,230,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,10.4
4,4625,1777,1300,1625,309,6,4,4800,3318,240,5600,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.0
7,4315,1740,1630,1420,170,4,4,3800,1795,125,5600,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.6
5,3295,1395,1375,625,53,4,2,3600,658,44,6400,3,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.1
5,3295,1395,1375,625,53,4,2,3600,658,44,6400,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3295,1395,1385,700,53,4,2,3600,658,44,6400,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.2
5,3295,1395,1375,625,53,4,2,3600,658,44,6400,3,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.1
5,3295,1395,1375,625,53,4,2,3600,658,44,6400,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.2
5,3295,1395,1385,700,53,4,2,3600,658,44,7000,5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6.2
5,4450,1690,1295,1140,183,4,2,3200,1782,120,5200,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.8
5,4450,1690,1295,1140,196,4,2,2800,1782,136,5600,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,8.8
5,4450,1690,1295,1310,211,6,2,4000,2672,150,5200,5,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,12.0
5,3300,1420,1340,616,59,3,2,3000,786,40,5500,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
5,3300,1420,1340,622,59,3,2,3000,786,40,5500,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,6.8
5,3495,1475,1455,805,85,4,4,3200,1061,62,6000,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.9
5,3495,1475,1455,805,85,4,4,3200,1061,62,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,5.4
5,4195,1690,1390,915,103,4,4,3000,1298,85,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,6.6
2,3295,1395,1185,725,85,3,4,4000,657,64,6500,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.0
5,4390,1810,1695,1550,193,4,4,4000,1995,145,6000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.6
5,4390,1810,1695,1530,193,4,4,4000,1995,145,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.3
5,4390,1810,1695,1620,250,6,4,4500,2736,184,6000,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.8
5,4420,1810,1695,1620,225,4,4,4000,2393,166,6000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.4
5,4420,1810,1695,1600,225,4,4,4000,2393,166,6000,5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.1
5,4420,1810,1695,1710,284,6,4,3500,3195,224,6200,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.9
5,3865,1710,1690,1290,138,4,4,4000,1590,94,5200,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,8.5
5,3865,1710,1690,1290,174,4,4,2900,1995,128,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.0
5,3865,1700,1670,1200,138,4,4,4000,1590,94,5200,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,8.0
5,3810,1700,1690,1200,144,4,4,4500,1590,107,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.0
5,3865,1700,1670,1200,138,4,4,4000,1590,94,5200,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,8.0
5,3810,1700,1690,1260,186,4,4,4000,1995,140,6500,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.0
5,3865,1700,1685,1300,174,4,4,2900,1995,128,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.1
5,3865,1700,1685,1310,216,4,2,2000,1998,87,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.3
5,3810,1700,1690,1200,226,4,2,2000,1998,92,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.0
5,3810,1700,1690,1280,221,6,4,3500,2494,160,6500,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,11.5
5,4200,1780,1685,1200,138,4,4,4000,1590,94,5200,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.0
5,4200,1780,1685,1330,186,4,4,4000,1995,140,6500,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.0
5,4200,1780,1685,1385,174,4,4,2900,1998,128,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.5
5,4200,1780,1685,1330,186,4,4,4000,1995,140,6500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.0
5,4200,1780,1685,1400,250,4,2,1750,1998,109,4000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.9
5,4200,1780,1685,1400,250,4,2,1750,1998,109,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.9
5,4200,1780,1685,1395,216,4,2,2000,1998,87,4000,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,7.9
5,4200,1780,1685,1330,226,4,2,2000,1998,92,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.0
5,4200,1780,1685,1360,221,6,4,3500,2494,160,6500,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,11.0
5,4215,1780,1740,1200,138,4,4,4000,1590,94,5200,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,10.0
5,4215,1780,1740,1385,174,4,4,2900,1998,128,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.5
5,4215,1780,1740,1400,250,4,2,1750,1998,109,4000,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.9
5,4215,1780,1740,1400,250,4,2,1750,1998,109,4000,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.9
5,4215,1780,1740,1405,213,6,4,3500,2493,155,6200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,10.2
5,4215,1780,1740,1405,213,6,4,3500,2493,155,6200,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,10.2
5,4760,1780,1740,1670,250,6,4,3300,2736,184,6000,5,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,11.5
